,Unnamed: 0,Age,Married,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
700,700,78,No,,Yes,14.22,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4504.55,668.34
701,701,40,No,Offer E,Yes,42.52,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.65,93.55,212.6
702,702,55,No,,Yes,21.3,No,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,3512.5,766.8
703,703,47,Yes,Offer D,Yes,38.93,No,Cable,4.0,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,54.25,1221.55,895.39
704,704,61,Yes,,Yes,12.02,No,Fiber Optic,30.0,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.2,6671.7,829.38
705,705,56,Yes,Offer B,Yes,38.85,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,One Year,Yes,Credit Card,81.2,4965.1,2447.55
706,706,24,No,Offer E,Yes,9.75,Yes,,,,,,,,,,Two Year,Yes,Credit Card,25.3,116.95,39.0
707,707,33,No,Offer D,Yes,32.75,Yes,DSL,24.0,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,59.05,1253.5,720.5
708,708,34,No,,Yes,49.58,No,DSL,17.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.85,435.4,495.8
709,709,44,No,,Yes,1.85,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.0,7028.5,127.65
710,710,60,Yes,,Yes,5.8,Yes,DSL,12.0,No,No,No,No,No,No,No,One Year,Yes,Credit Card,48.35,1067.15,133.4
711,711,64,No,,Yes,2.95,No,DSL,21.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.1,531.15,32.45
712,712,26,Yes,,Yes,18.14,Yes,,,,,,,,,,One Year,Yes,Bank Withdrawal,23.3,1623.15,1306.08
713,713,29,Yes,,Yes,44.95,No,DSL,69.0,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Credit Card,63.7,2763.35,1887.9
714,714,50,No,,No,,,Cable,19.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,0.0
715,715,63,No,,Yes,44.36,No,Fiber Optic,20.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,177.44
716,716,47,Yes,,Yes,18.87,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,505.45,471.75
717,717,46,Yes,Offer A,Yes,18.26,Yes,DSL,18.0,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.95,5289.8,1278.2
718,718,21,No,,Yes,41.94,No,Fiber Optic,30.0,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,964.62
719,719,32,Yes,Offer C,Yes,28.86,No,Cable,24.0,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,60.9,1785.65,808.08
720,720,58,Yes,,Yes,46.54,No,DSL,52.0,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,2549.1,2047.76
721,721,67,No,,Yes,26.1,No,DSL,27.0,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,57.15,2250.65,991.8
722,722,56,Yes,,Yes,39.07,Yes,DSL,19.0,Yes,No,No,Yes,No,No,No,Two Year,No,Credit Card,61.4,4059.85,2695.83
723,723,66,Yes,,Yes,32.08,Yes,Fiber Optic,8.0,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.75,6674.65,2085.2
724,724,40,No,,Yes,36.81,No,Fiber Optic,16.0,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,73.62
725,725,60,No,,Yes,26.76,No,DSL,22.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,49.5,312.7,160.56
726,726,25,Yes,Offer A,Yes,33.75,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,2430.0
727,727,23,No,Offer E,Yes,32.86,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,75.05,75.05,32.86
728,728,19,No,,Yes,31.89,Yes,Fiber Optic,30.0,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,85.45,6028.95,2264.19
729,729,50,Yes,,Yes,35.32,Yes,Fiber Optic,30.0,No,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,89.55,3474.45,1377.48
730,730,56,No,,Yes,15.21,No,,,,,,,,,,Two Year,Yes,Credit Card,19.75,1567.0,1095.12
731,731,39,Yes,,Yes,14.07,Yes,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,100.75,2793.55,379.89
732,732,26,No,,Yes,34.98,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.05,1793.25,944.46
733,733,50,Yes,Offer B,Yes,47.05,Yes,Cable,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.3,5194.05,2775.95
734,734,62,Yes,Offer D,Yes,12.06,Yes,Fiber Optic,9.0,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,90.2,1454.15,205.02
735,735,33,Yes,Offer C,Yes,32.86,No,,,,,,,,,,One Year,No,Credit Card,20.15,456.85,788.64
736,736,61,Yes,Offer B,Yes,16.87,No,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.8,4433.3,877.24
737,737,27,No,,Yes,1.63,No,Fiber Optic,59.0,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,84.3,84.3,1.63
738,738,33,Yes,Offer E,Yes,25.11,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,125.55
739,739,64,No,Offer E,Yes,43.18,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.2,123.65,259.08
740,740,47,Yes,,Yes,49.31,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.75,6252.9,2909.29
741,741,77,Yes,Offer D,Yes,6.01,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,85.55,851.75,60.1
742,742,62,No,,Yes,48.22,No,Cable,22.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,55.7,55.7,48.22
743,743,21,Yes,Offer B,Yes,25.69,Yes,DSL,26.0,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Credit Card,73.85,3371.0,1156.05
744,744,68,Yes,,No,,,Cable,28.0,No,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,34.25,828.2,0.0
745,745,30,Yes,,Yes,46.27,No,Cable,30.0,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.5,2076.05,1758.26
746,746,51,No,Offer B,Yes,9.95,No,Fiber Optic,2.0,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,636.8
747,747,73,Yes,Offer A,Yes,1.34,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,93.05,6735.05,96.48
748,748,48,No,,No,,,DSL,11.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.1,382.8,0.0
749,749,51,No,Offer E,Yes,12.13,No,Fiber Optic,19.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,12.13
750,750,55,No,,Yes,31.92,No,Fiber Optic,4.0,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,356.65,127.68
751,751,32,Yes,Offer D,Yes,2.52,No,,,,,,,,,,Two Year,No,Credit Card,20.9,202.3,27.72
752,752,25,No,Offer A,Yes,48.52,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.45,8013.55,3493.44
753,753,43,Yes,Offer A,Yes,11.72,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,90.55,6130.95,773.52
754,754,72,Yes,,Yes,48.16,Yes,DSL,10.0,No,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,71.1,4140.1,2745.12
755,755,47,Yes,,Yes,13.95,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,22.95,1014.25,585.9
756,756,31,Yes,Offer B,Yes,41.84,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1263.85,2635.92
757,757,60,Yes,,Yes,42.04,No,Cable,26.0,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,54.15,2319.8,1891.8
758,758,80,Yes,,Yes,13.84,Yes,Cable,18.0,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.55,4533.9,595.12
759,759,56,No,,Yes,36.97,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1415.55,517.58
760,760,72,Yes,,Yes,8.92,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,74.4,527.9,62.44
761,761,40,No,,Yes,44.94,No,Fiber Optic,25.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,494.34
762,762,58,No,Offer E,Yes,1.28,No,DSL,27.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.8,50.8,1.28
763,763,29,Yes,Offer D,Yes,7.6,Yes,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,129.2
764,764,62,No,,Yes,27.11,No,,,,,,,,,,Two Year,Yes,Credit Card,19.7,419.4,542.2
765,765,42,No,Offer D,No,,,DSL,8.0,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,29.75,301.9,0.0
766,766,30,Yes,,Yes,45.37,Yes,Fiber Optic,52.0,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,1620.8,862.03
767,767,48,Yes,,Yes,41.2,Yes,Fiber Optic,10.0,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,2678.0
768,768,30,Yes,,Yes,33.97,Yes,DSL,69.0,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.2,3581.6,1460.71
769,769,80,Yes,Offer E,Yes,22.86,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.85,20.85,22.86
770,770,20,Yes,,Yes,8.3,No,DSL,48.0,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,59.8,1130.85,157.7
771,771,21,Yes,,Yes,15.35,Yes,DSL,41.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,6058.95,1105.2
772,772,64,Yes,Offer C,Yes,40.68,No,Fiber Optic,76.0,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,1586.52
773,773,25,Yes,Offer A,Yes,24.08,No,Fiber Optic,41.0,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,80.35,5375.15,1637.44
774,774,32,Yes,,Yes,20.12,No,Cable,30.0,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,321.92
775,775,69,No,,Yes,47.47,Yes,Fiber Optic,19.0,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,94.94
776,776,27,No,,Yes,24.4,Yes,Fiber Optic,71.0,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,439.2
777,777,28,No,Offer E,Yes,43.77,No,DSL,41.0,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.8,176.2,175.08
778,778,25,Yes,,No,,,DSL,59.0,No,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card,46.4,812.4,0.0
779,779,35,No,,Yes,31.33,Yes,,,,,,,,,,One Year,No,Credit Card,26.05,1856.4,2193.1
780,780,63,No,Offer B,Yes,27.0,No,Cable,20.0,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed Check,64.75,3617.1,1485.0
781,781,50,No,Offer A,Yes,45.54,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.7,1253.8,3005.64
782,782,80,No,Offer D,Yes,26.84,No,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.15,827.7,295.24
783,783,38,Yes,Offer A,Yes,32.22,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,2319.84
784,784,65,No,Offer E,Yes,18.37,No,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,78.45,78.45,18.37
785,785,60,Yes,Offer C,Yes,25.26,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.75,1929.0,682.02
786,786,39,Yes,,Yes,43.7,Yes,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,3684.95,1573.2
787,787,40,Yes,Offer B,Yes,4.33,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,233.82
788,788,51,Yes,,Yes,18.62,No,,,,,,,,,,Two Year,No,Credit Card,20.15,220.8,186.2
789,789,53,Yes,Offer B,Yes,44.49,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,70.5,3486.65,2224.5
790,790,38,No,Offer E,Yes,30.07,No,Cable,29.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.55,220.75,120.28
791,791,32,No,Offer A,Yes,15.03,No,Cable,22.0,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,75.1,5336.35,1082.16
792,792,60,Yes,,Yes,23.66,Yes,Fiber Optic,26.0,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,99.9,7251.7,1703.52
793,793,53,Yes,,Yes,22.95,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.75,7758.9,1652.4
794,794,26,No,,Yes,17.3,No,,,,,,,,,,One Year,No,Credit Card,20.05,552.9,467.1
795,795,35,No,Offer D,Yes,46.99,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,751.84
796,796,25,No,,Yes,16.57,No,,,,,,,,,,Two Year,Yes,Credit Card,20.6,1298.7,1043.91
797,797,37,No,,Yes,39.85,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,75.75,777.3,398.5
798,798,25,Yes,,No,,,DSL,69.0,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.3,2317.1,0.0
799,799,79,Yes,,Yes,36.58,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,1829.0
800,800,47,No,Offer E,Yes,48.58,No,DSL,21.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,46.2,46.2,48.58
801,801,72,No,,Yes,16.94,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,88.3,2467.75,457.38
802,802,57,Yes,,Yes,23.29,No,DSL,25.0,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,68.3,4378.8,1490.56
803,803,27,Yes,,Yes,33.39,Yes,Fiber Optic,52.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,109.55,7887.25,2404.08
804,804,27,No,,Yes,25.72,No,,,,,,,,,,Two Year,No,Credit Card,19.65,1008.7,1388.88
805,805,42,No,,Yes,1.91,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.7,19.7,1.91
806,806,54,No,,Yes,13.35,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,3615.6,480.6
807,807,50,Yes,Offer B,Yes,34.65,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,4138.05,1455.3
808,808,27,Yes,,Yes,4.16,Yes,,,,,,,,,,Month-to-Month,Yes,Credit Card,24.4,253.9,41.6
809,809,47,Yes,Offer C,Yes,16.48,No,DSL,17.0,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,494.4
810,810,30,Yes,Offer E,Yes,2.87,No,,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,22.96
811,811,27,No,,Yes,39.84,No,Cable,42.0,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,54.75,1406.9,1035.84
812,812,24,No,,Yes,13.16,No,,,,,,,,,,Two Year,No,Credit Card,20.25,202.5,131.6
813,813,64,No,Offer E,Yes,10.71,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,20.25,10.71
814,814,55,Yes,Offer B,Yes,33.47,No,,,,,,,,,,Two Year,Yes,Credit Card,19.85,1267.05,2175.55
815,815,36,Yes,,Yes,26.83,Yes,,,,,,,,,,Two Year,No,Mailed Check,25.75,1686.15,1824.44
816,816,49,No,Offer B,Yes,25.4,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,930.45,1143.0
817,817,64,No,Offer D,Yes,8.54,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,300.4,119.56
818,818,48,Yes,,Yes,46.86,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,314.45,749.76
819,819,34,No,Offer D,No,,,DSL,4.0,Yes,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.1,770.4,0.0
820,820,67,No,Offer D,Yes,29.29,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,585.8
821,821,70,Yes,,Yes,8.98,No,DSL,16.0,No,Yes,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,60.0,1259.35,179.6
822,822,69,Yes,Offer C,Yes,49.36,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,1431.44
823,823,80,Yes,Offer C,Yes,6.33,Yes,Fiber Optic,14.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,234.21
824,824,29,No,,Yes,25.71,Yes,Fiber Optic,48.0,Yes,No,No,No,No,No,No,One Year,No,Bank Withdrawal,80.1,2603.3,848.43
825,825,75,Yes,Offer A,Yes,5.6,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,403.2
826,826,19,No,,Yes,45.04,No,DSL,73.0,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,64.1,504.05,360.32
827,827,36,Yes,Offer A,No,,,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,42.1,2962.0,0.0
828,828,47,No,Offer D,No,,,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0.0
829,829,30,No,,Yes,5.97,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.45,4964.7,268.65
830,830,31,No,Offer E,No,,,DSL,8.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0
831,831,20,Yes,Offer B,Yes,20.09,Yes,,,,,,,,,,Two Year,No,Mailed Check,24.4,1417.9,1225.49
832,832,24,No,,Yes,43.02,No,DSL,42.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.55,244.75,215.1
833,833,45,Yes,,Yes,41.74,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,2212.22
834,834,50,Yes,Offer C,Yes,1.53,No,Fiber Optic,57.0,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,89.7,3165.6,53.55
835,835,34,Yes,Offer A,Yes,28.21,No,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.55,5832.65,2002.91
836,836,45,No,,Yes,23.18,No,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,65.1,3846.75,1437.16
837,837,49,No,Offer E,No,,,DSL,21.0,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0
838,838,33,No,Offer E,Yes,39.19,No,Cable,20.0,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,352.71
839,839,52,Yes,Offer B,Yes,38.45,No,DSL,15.0,Yes,No,Yes,Yes,No,No,No,One Year,No,Credit Card,56.9,2560.1,1768.7
840,840,50,No,,Yes,2.52,No,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,7262.0,173.88
841,841,39,No,,Yes,49.64,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,4528.0,2134.52
842,842,38,No,Offer A,No,,,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-8.0,4539.6,0.0
843,843,28,Yes,,Yes,47.02,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,117.6,8308.9,3385.44
844,844,64,No,,Yes,40.99,No,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,73.35,931.55,532.87
845,845,71,Yes,,Yes,28.56,No,DSL,18.0,No,No,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,55.8,2283.3,1142.4
846,846,33,Yes,,Yes,39.82,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,1791.9
847,847,44,Yes,,Yes,6.58,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.0,7589.8,473.76
848,848,40,Yes,,Yes,4.15,Yes,,,,,,,,,,Two Year,No,Credit Card,25.4,1797.1,298.8
849,849,55,No,,Yes,38.74,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,849.9,1627.08
850,850,62,Yes,,Yes,13.23,Yes,Fiber Optic,23.0,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,97.1,4016.75,555.66
851,851,19,Yes,Offer B,Yes,30.51,Yes,Fiber Optic,41.0,Yes,Yes,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,96.1,6001.45,1891.62
852,852,57,No,Offer D,Yes,44.88,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,216.2,493.68
853,853,31,Yes,,Yes,30.44,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.35,6347.55,1978.6
854,854,40,Yes,Offer E,Yes,25.9,No,DSL,19.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.8,169.65,103.6
855,855,44,No,,Yes,14.21,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,104.05,3416.85,454.72
856,856,52,Yes,Offer B,Yes,47.55,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,No,No,One Year,No,Bank Withdrawal,77.4,4155.95,2520.15
857,857,54,Yes,,Yes,26.84,No,,,,,,,,,,Two Year,Yes,Credit Card,20.2,746.05,1019.92
858,858,21,Yes,,No,,,Cable,52.0,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Mailed Check,50.0,2919.85,0.0
859,859,43,Yes,,No,,,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0
860,860,68,No,Offer B,Yes,6.9,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.15,4459.8,310.5
861,861,40,No,,Yes,8.71,No,DSL,23.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.55,2077.95,365.82
862,862,35,Yes,Offer D,Yes,18.05,No,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.0,1820.45,361.0
863,863,26,No,,Yes,13.9,No,Cable,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.85,3003.55,500.4
864,864,52,Yes,,No,,,DSL,11.0,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,39.1,2779.5,0.0
865,865,63,Yes,,Yes,6.54,No,,,,,,,,,,Two Year,No,Credit Card,19.65,973.1,307.38
866,866,74,Yes,,Yes,32.9,Yes,DSL,18.0,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.15,3822.45,1645.0
867,867,55,No,,Yes,13.65,Yes,Fiber Optic,5.0,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,90.0,1527.35,245.7
868,868,27,Yes,Offer B,Yes,42.1,Yes,DSL,52.0,No,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,63.9,2635.0,1684.0
869,869,44,Yes,,Yes,32.22,Yes,,,,,,,,,,One Year,No,Bank Withdrawal,24.85,1013.6,1417.68
870,870,61,No,Offer B,Yes,18.42,No,DSL,13.0,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4284.65,1031.52
871,871,28,No,Offer D,Yes,38.73,No,,,,,,,,,,One Year,No,Credit Card,20.1,401.85,697.14
872,872,40,Yes,Offer D,Yes,16.2,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,356.4
873,873,47,Yes,,Yes,14.9,No,DSL,6.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.85,45.85,14.9
874,874,38,No,,Yes,18.12,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.45,246.25,217.44
875,875,27,Yes,,Yes,29.67,Yes,Fiber Optic,85.0,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,85.5,5696.6,2017.56
